id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score
ts22099,The Spectacular Spider-Man,SHOW,2008,TV-Y7,22,"['action', 'animation', 'family', 'scifi', 'comedy']",['US'],tt0976192,8.3
tm27911,The Departed,MOVIE,2006,R,151,"['drama', 'thriller', 'crime', 'action']",['US'],tt0407887,8.3
ts21464,Zoey 101,SHOW,2005,TV-G,25,"['drama', 'comedy', 'family', 'romance']",['US'],tt0415463,8.3
tm88465,Insidious,MOVIE,2010,PG-13,103,"['horror', 'thriller']","['CA', 'US']",tt1591095,8.3
tm172683,War of the Worlds,MOVIE,2005,PG-13,117,"['action', 'thriller', 'scifi']",['US'],tt0407304,8.3
ts11313,DEATH NOTE,SHOW,2006,TV-14,24,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']",['JP'],tt0877057,8.3
ts21247,The Vampire Diaries,SHOW,2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],tt1405406,8.3
ts20305,Naruto,SHOW,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],tt0409591,8.3
tm42877,Wanted,MOVIE,2008,R,110,"['action', 'thriller', 'crime', 'fantasy']","['DE', 'US']",tt0493464,8.3
tm39030,Casino Royale,MOVIE,2006,,144,"['action', 'thriller', 'european']","['DE', 'GB', 'US', 'BS', 'CZ']",tt0381061,8.3
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",tt1751105,8.3
tm997728,Blade Runner: The Final Cut,MOVIE,2007,R,117,"['action', 'thriller', 'scifi']",['US'],,
ts17942,Chappelle's Show,SHOW,2003,TV-14,21,"['comedy', 'music']",['US'],tt0353049,8.3
tm89677,The Terminal,MOVIE,2004,PG-13,128,"['drama', 'comedy', 'romance']",['US'],tt0362227,8.3
tm78592,Michael Clayton,MOVIE,2007,R,114,"['thriller', 'drama', 'crime']",['US'],tt0465538,8.3
tm105329,Road to Perdition,MOVIE,2002,R,117,"['thriller', 'documentation', 'drama', 'crime']",['US'],tt0257044,8.3
ts30311,Victorious,SHOW,2010,TV-G,25,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']",['US'],tt1604099,8.2
tm139658,Big Fish,MOVIE,2003,PG-13,125,"['action', 'fantasy', 'drama', 'romance']",['US'],tt0319061,8.2
tm26327,The Hurt Locker,MOVIE,2008,R,131,"['thriller', 'drama', 'war']",['US'],tt0887912,8.2
tm95477,Troy,MOVIE,2004,R,163,"['action', 'history', 'war', 'drama', 'european']","['MT', 'GB', 'US']",tt0332452,8.2
tm154187,Sherlock Holmes,MOVIE,2009,PG-13,129,"['crime', 'thriller', 'action']","['AU', 'DE', 'GB', 'US']",tt0988045,8.2
ts22267,Trailer Park Boys,SHOW,2001,TV-MA,25,"['comedy', 'crime']",['CA'],tt0290988,8.2
tm133767,Love Actually,MOVIE,2003,R,135,"['drama', 'comedy', 'romance']","['GB', 'US']",tt0314331,8.2
ts2230,America's Next Top Model,SHOW,2003,TV-14,44,['reality'],['US'],tt0363307,8.2
tm45454,Get Smart,MOVIE,2008,PG-13,110,"['comedy', 'thriller', 'action']",['US'],tt0425061,8.2
tm26897,Quantum of Solace,MOVIE,2008,PG-13,106,"['thriller', 'action']","['GB', 'US']",tt0830515,8.2
tm133374,The Blind Side,MOVIE,2009,PG-13,129,"['drama', 'sport']",['US'],tt0878804,8.2
tm195620,Apocalypse Now Redux,MOVIE,2001,R,196,"['drama', 'war', 'horror', 'thriller']",['US'],,
tm136808,Identity,MOVIE,2003,R,90,['thriller'],['US'],tt0309698,8.2
tm70807,I Am Legend,MOVIE,2007,PG-13,101,"['scifi', 'thriller', 'action', 'drama']",['US'],tt0480249,8.2
ts19036,The Fairly OddParents,SHOW,2001,TV-Y7,23,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","['CA', 'US']",tt0235918,8.2
tm93055,Grown Ups,MOVIE,2010,PG-13,102,"['comedy', 'drama', 'european']",['US'],tt1375670,8.2
tm85811,The Girl Next Door,MOVIE,2004,,110,"['comedy', 'romance', 'drama']",['US'],tt0265208,8.2
ts22456,Ned's Declassified School Survival Guide,SHOW,2004,TV-G,25,"['family', 'comedy']",['US'],tt0405576,8.2
tm101914,The Fighter,MOVIE,2010,R,115,['drama'],['US'],,
tm131038,Public Enemies,MOVIE,2009,R,140,"['action', 'crime', 'drama', 'history', 'european']","['US', 'JP']",tt1152836,8.2
tm58382,Not Another Teen Movie,MOVIE,2001,R,89,['comedy'],['US'],tt0277371,8.2
tm35463,Blow,MOVIE,2001,R,124,"['crime', 'drama']",['US'],tt0221027,8.2
tm30603,Hancock,MOVIE,2008,PG-13,92,"['fantasy', 'action', 'crime', 'drama']",['US'],tt0448157,8.2
ts22018,iCarly,SHOW,2007,TV-G,26,"['comedy', 'family', 'romance']",['US'],tt0972534,8.2
tm20959,The Pursuit of Happyness,MOVIE,2006,PG-13,117,"['drama', 'european']",['US'],tt0454921,8.2
tm136308,Monster,MOVIE,2003,R,110,"['crime', 'drama', 'thriller', 'european']",['US'],tt0340855,8.2
tm29737,Rambo,MOVIE,2008,R,92,"['action', 'thriller', 'war', 'european']","['DE', 'US']",tt0462499,8.2
tm148270,Something's Gotta Give,MOVIE,2003,PG-13,128,"['drama', 'comedy', 'romance']",['US'],tt0337741,8.2
tm89036,Harold & Kumar Go to White Castle,MOVIE,2004,R,83,['comedy'],['US'],tt0366551,8.2
tm46436,Thir13en Ghosts,MOVIE,2001,R,91,"['horror', 'thriller', 'fantasy']","['CA', 'US']",tt0245674,8.2
ts21197,Merlin,SHOW,2008,TV-PG,44,"['action', 'drama', 'scifi', 'fantasy', 'european']",['GB'],tt1199099,8.2
ts21544,Transformers: Prime,SHOW,2010,TV-Y7,22,"['action', 'animation', 'comedy', 'drama', 'family', 'scifi']",['US'],tt1659175,8.2
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'romance', 'drama']",['US'],tt0844471,8.2
ts31263,The Mole,SHOW,2001,TV-14,47,['reality'],"['BE', 'US']",tt0270792,8.2
ts30313,Offspring,SHOW,2010,,44,"['drama', 'comedy']",['AU'],tt1530541,8.2
tm79895,Halloween,MOVIE,2007,R,109,['horror'],['US'],tt0373883,8.2
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,24,"['scifi', 'action', 'animation', 'drama', 'war', 'thriller']",['JP'],tt0994314,8.2
tm116324,Jackass: The Movie,MOVIE,2002,R,88,"['comedy', 'documentation', 'action']",['US'],tt0322802,8.2
tm39828,Semi-Pro,MOVIE,2008,R,94,"['comedy', 'sport', 'european']",['US'],tt0839980,8.2
tm23935,The Lake House,MOVIE,2006,PG,99,"['drama', 'thriller', 'fantasy', 'romance', 'documentation']",['US'],tt0410297,8.2
tm78067,The Girl Next Door,MOVIE,2007,R,91,"['crime', 'drama', 'horror', 'thriller']",['US'],tt0830558,8.2
tm95252,The Book of Eli,MOVIE,2010,R,118,"['scifi', 'action', 'thriller', 'drama', 'european']",['US'],tt1037705,8.2
tm32919,Blood Diamond,MOVIE,2006,R,143,"['drama', 'thriller', 'action']","['DE', 'US']",tt0450259,8.2
tm169949,Just Like Heaven,MOVIE,2005,PG-13,95,"['romance', 'drama', 'comedy', 'fantasy']",['US'],tt0425123,8.2
tm30205,Ip Man,MOVIE,2008,R,106,"['drama', 'fantasy', 'comedy', 'history', 'action']",['HK'],tt1220719,8.2
tm40009,21,MOVIE,2008,PG-13,123,"['crime', 'drama', 'history', 'thriller']",['US'],tt0478087,8.2
tm141390,Friday the 13th,MOVIE,2009,R,97,"['horror', 'thriller']",['US'],tt0758746,8.2
ts35155,Gurren Lagann,SHOW,2007,TV-14,24,"['action', 'scifi', 'animation', 'comedy', 'drama']",['JP'],tt0948103,8.2
tm94606,Let Me In,MOVIE,2010,R,116,"['drama', 'horror', 'thriller', 'fantasy', 'european']","['GB', 'US']",tt1228987,8.2
ts15986,Dead Set,SHOW,2008,TV-MA,141,"['scifi', 'reality', 'thriller', 'comedy', 'drama', 'horror', 'european']",['GB'],tt1285482,8.2
tm102337,A Nightmare on Elm Street,MOVIE,2010,R,95,"['horror', 'thriller', 'crime', 'drama']",['US'],tt1179056,8.2
ts22318,Winx Club,SHOW,2004,TV-G,23,"['animation', 'action', 'comedy', 'family', 'fantasy', 'thriller', 'european']",['IT'],tt7396266,8.2
tm159901,Miss Congeniality 2: Armed and Fabulous,MOVIE,2005,PG-13,115,"['action', 'comedy', 'crime']",['US'],tt0385307,8.2
tm74780,The Bucket List,MOVIE,2007,PG-13,97,"['drama', 'comedy', 'european']",['US'],tt0825232,8.2
ts30356,Octonauts,SHOW,2010,TV-Y,15,"['action', 'animation', 'comedy', 'family']",['GB'],tt1710177,8.2
ts32186,Sonic X,SHOW,2003,TV-Y7,21,"['family', 'animation', 'action', 'comedy', 'drama', 'thriller', 'fantasy', 'scifi']",['JP'],tt0367413,8.2
tm24088,Scary Movie 4,MOVIE,2006,PG-13,83,"['comedy', 'horror']",['US'],tt0362120,8.2
tm111600,The Sweetest Thing,MOVIE,2002,R,84,"['comedy', 'romance']",['US'],tt0253867,8.2
tm88045,How Do You Know,MOVIE,2010,PG-13,121,"['comedy', 'drama', 'romance']",['US'],tt1341188,8.2
tm78919,Mr. Bean's Holiday,MOVIE,2007,G,90,"['family', 'comedy', 'european']","['US', 'FR', 'DE', 'GB']",tt0453451,8.2
tm173066,The Interpreter,MOVIE,2005,PG-13,128,"['thriller', 'crime', 'european']","['GB', 'US', 'FR', 'DE']",tt0373926,8.2
tm118637,John Q,MOVIE,2002,PG-13,116,"['drama', 'thriller', 'crime']",['US'],tt0251160,8.2
tm142564,3 Idiots,MOVIE,2009,PG-13,170,"['drama', 'comedy']",['IN'],tt1187043,8.2
tm57190,The One,MOVIE,2001,PG-13,87,"['thriller', 'action', 'scifi']",['US'],tt0267804,8.2
ts21706,H2O: Just Add Water,SHOW,2006,TV-PG,25,"['scifi', 'drama', 'family', 'fantasy']",['AU'],tt0491603,8.2
tm137362,The Texas Chainsaw Massacre,MOVIE,2003,R,98,"['horror', 'crime']",['US'],tt0324216,8.2
ts24028,Still Game,SHOW,2002,TV-14,29,"['comedy', 'european']",['GB'],tt0281491,8.2
tm148379,The Cat in the Hat,MOVIE,2003,PG,82,"['family', 'fantasy', 'comedy', 'action']",['US'],tt0312528,8.2
tm137342,Tears of the Sun,MOVIE,2003,R,121,"['war', 'action', 'drama', 'thriller']",['US'],tt0314353,8.2
tm90864,Due Date,MOVIE,2010,R,95,"['comedy', 'drama']",['US'],tt1231583,8.2
ts21740,Black Butler,SHOW,2008,TV-MA,25,"['scifi', 'animation', 'drama', 'thriller', 'comedy', 'fantasy', 'action', 'horror', 'crime']",['JP'],tt1316554,8.1
tm32144,We Are Marshall,MOVIE,2006,PG,131,"['drama', 'sport']",['US'],tt0758794,8.1
tm141707,Blood and Bone,MOVIE,2009,R,93,"['thriller', 'sport', 'action', 'crime', 'drama']",['US'],tt0346631,8.1
tm150214,Freddy vs. Jason,MOVIE,2003,R,97,"['horror', 'action']","['IT', 'US']",tt0329101,8.1
tm81030,The Golden Compass,MOVIE,2007,PG-13,113,"['action', 'fantasy', 'family']","['GB', 'US']",tt0385752,8.1
ts687,The 4400,SHOW,2004,TV-14,44,"['drama', 'scifi', 'thriller']",['US'],tt0389564,8.1
tm147211,The Men Who Stare at Goats,MOVIE,2009,R,94,"['comedy', 'war']","['US', 'GB']",tt1234548,8.1
ts31514,Strawberry Shortcake,SHOW,2003,TV-Y,23,"['animation', 'family']",['US'],tt1190823,8.1
ts33559,Shaun the Sheep,SHOW,2007,TV-G,7,"['animation', 'comedy', 'family', 'european']",['GB'],tt0983983,8.1
tm78671,Cleaner,MOVIE,2007,R,88,"['thriller', 'crime']",['US'],tt0896798,8.1
ts26322,Toradora!,SHOW,2008,TV-14,30,"['animation', 'comedy', 'drama', 'romance']",['JP'],tt1279024,8.1
ts12815,Big Time Rush,SHOW,2009,TV-G,25,"['family', 'comedy']",['US'],tt1131746,8.1
tm27268,Monster House,MOVIE,2006,PG,91,"['animation', 'comedy', 'family', 'fantasy']",['US'],tt0385880,8.1
tm86189,Good Luck Chuck,MOVIE,2007,,101,"['comedy', 'romance']","['US', 'CA']",tt0452625,8.1
tm700,"10,000 BC",MOVIE,2008,PG-13,109,"['action', 'drama', 'fantasy', 'history', 'thriller']","['US', 'ZA']",tt0443649,8.1
tm101249,Cop Out,MOVIE,2010,R,107,"['crime', 'action', 'comedy', 'thriller']",['US'],tt1385867,8.1
tm161263,The Cave,MOVIE,2005,PG-13,97,"['horror', 'thriller', 'action', 'scifi', 'european']","['DE', 'US']",tt0402901,8.1
tm81270,Starsky & Hutch,MOVIE,2004,PG-13,101,"['comedy', 'crime']",['US'],tt0335438,8.1
tm89684,New York Minute,MOVIE,2004,PG,87,"['comedy', 'crime', 'family', 'romance']",['US'],tt0363282,8.1
tm165593,Rumor Has It...,MOVIE,2005,PG-13,97,"['romance', 'comedy', 'drama']","['DE', 'US']",tt0398375,8.1
tm112381,Comedian,MOVIE,2002,R,82,"['comedy', 'documentation']",['US'],tt0328962,8.1
tm39487,Catch and Release,MOVIE,2006,PG-13,111,"['drama', 'romance', 'comedy']",['US'],tt0395495,8.1
ts23752,Midnight Diner,SHOW,2009,TV-MA,27,"['drama', 'comedy']",['JP'],tt1882928,8.1
tm43399,Lagaan: Once Upon a Time in India,MOVIE,2001,PG,224,"['romance', 'drama', 'action', 'sport']",['IN'],tt0169102,8.1
ts21421,Pocoyo,SHOW,2005,TV-G,11,"['animation', 'family', 'comedy', 'european']","['GB', 'ES']",tt0487849,8.1
ts22005,Total Drama Island,SHOW,2007,TV-PG,23,"['war', 'reality', 'animation', 'action', 'comedy', 'drama', 'family']",['CA'],tt1173427,8.1
ts20398,Kath & Kim,SHOW,2002,,24,['comedy'],['AU'],tt0272397,8.1
tm186461,No Direction Home: Bob Dylan,MOVIE,2005,G,208,"['documentation', 'music']","['GB', 'US', 'JP']",,
tm29555,Friends with Money,MOVIE,2006,R,88,"['comedy', 'drama', 'romance']",['US'],tt0436331,8.1
tm103095,Ip Man 2,MOVIE,2010,R,108,"['drama', 'action', 'history', 'sport']","['HK', 'CN']",tt1386932,8.1
tm97070,Life As We Know It,MOVIE,2010,PG-13,114,"['comedy', 'romance', 'drama']",['US'],tt1055292,8.1
tm101334,Death at a Funeral,MOVIE,2010,R,92,"['comedy', 'drama']",['US'],tt1321509,8.1
tm183963,Dreamer: Inspired By a True Story,MOVIE,2005,PG,106,"['family', 'drama', 'sport', 'fantasy']",['US'],tt0418647,8.1
tm76428,Jackass 2.5,MOVIE,2007,,61,"['documentation', 'comedy']",['US'],,
tm77649,Premonition,MOVIE,2007,PG-13,96,"['thriller', 'drama', 'fantasy']",['US'],tt0477071,8.1
tm86924,Soul Plane,MOVIE,2004,R,86,"['romance', 'comedy']",['US'],tt0367085,8.1
ts98340,Metallica: Some Kind of Monster,SHOW,2004,TV-MA,84,['western'],"['CA', 'US']",tt6954486,
tm26638,The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,R,91,"['thriller', 'horror', 'documentation']",['US'],tt0420294,8.1
tm78189,The Contractor,MOVIE,2007,R,98,"['thriller', 'european']","['GB', 'US', 'BG']",,
ts20544,Ouran High School Host Club,SHOW,2006,TV-14,23,"['comedy', 'drama', 'animation', 'romance']",['JP'],tt0816397,8.1
ts23835,Masha and the Bear,SHOW,2009,TV-Y,7,"['family', 'action', 'animation', 'comedy']",['RU'],tt1884856,8.1
tm104880,Louis C.K.: Hilarious,MOVIE,2010,,84,['comedy'],['US'],tt1421373,8.1
ts30288,Mobile Suit Gundam Unicorn,SHOW,2010,TV-14,36,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],tt1587790,8.1
ts38159,Wakfu,SHOW,2008,TV-Y7,22,"['action', 'scifi', 'family', 'fantasy', 'animation', 'european']",['FR'],tt1807824,8.1
tm22294,Deck the Halls,MOVIE,2006,PG,93,"['family', 'comedy']",['US'],tt0790604,8.1
tm100015,Takers,MOVIE,2010,PG-13,107,"['action', 'crime', 'drama', 'thriller']",['US'],tt1135084,8.1
ts25765,Vampire Knight,SHOW,2008,TV-14,25,"['animation', 'drama', 'action', 'scifi', 'thriller', 'fantasy', 'horror', 'romance']",['JP'],tt1209393,8.1
ts21688,Boys Over Flowers,SHOW,2009,TV-14,64,"['comedy', 'drama', 'romance']",['KR'],tt1370334,8.1
tm83786,Like Stars on Earth,MOVIE,2007,PG,165,"['drama', 'family']",['IN'],tt0986264,8.1
tm130574,Did You Hear About the Morgans?,MOVIE,2009,PG-13,103,"['comedy', 'drama', 'romance']",['US'],tt1314228,8.1
tm114476,Stuart Little 2,MOVIE,2002,G,78,"['animation', 'comedy', 'family', 'action', 'fantasy']",['US'],tt0243585,8.1
ts20535,The Garfield Show,SHOW,2009,TV-G,17,"['animation', 'comedy', 'family', 'european']",['US'],tt1470837,8.1
ts1893,Ben & Holly's Little Kingdom,SHOW,2009,TV-G,14,"['animation', 'comedy', 'family', 'fantasy', 'european']",['GB'],tt1436544,8.1
tm118462,Half Past Dead,MOVIE,2002,PG-13,98,"['thriller', 'action', 'crime', 'european']","['DE', 'US']",tt0297162,8.1
ts12701,Code Lyoko,SHOW,2003,TV-G,24,"['action', 'animation', 'comedy', 'thriller', 'scifi', 'family', 'romance', 'fantasy']",['FR'],tt0417311,8.1
ts121176,DreamWorks Shrek's Swamp Stories,SHOW,2010,TV-PG,24,"['comedy', 'family', 'fantasy', 'horror', 'music', 'animation', 'scifi']",['US'],tt6950338,8.1
tm86995,Christmas with the Kranks,MOVIE,2004,PG,99,"['comedy', 'family']",['US'],tt0388419,8.1
ts20526,The Game,SHOW,2006,TV-14,22,"['drama', 'comedy', 'romance', 'sport']",['US'],tt0772137,8.1
ts23808,Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,TV-MA,55,"['comedy', 'documentation']",['US'],tt1422182,8.1
tm97544,Alpha and Omega,MOVIE,2010,PG,88,"['animation', 'family', 'comedy', 'action', 'romance']","['CA', 'US', 'IN']",tt1213012,8.1
ts31593,Pororo the Little Penguin,SHOW,2003,,9,"['scifi', 'family', 'animation', 'action']",['KR'],tt3968668,8.1
ts27459,The Legend of Bruce Lee,SHOW,2008,,45,"['action', 'drama']",['CN'],tt1059455,8.1
ts3666,Den-noh Coil,SHOW,2007,TV-Y7,25,"['scifi', 'animation', 'comedy', 'drama']",['JP'],tt1033796,8.1
tm53999,Open Season 2,MOVIE,2008,PG,76,['comedy'],['US'],,
tm164557,Initial D,MOVIE,2005,,107,"['crime', 'thriller', 'drama', 'action', 'animation', 'romance', 'comedy']","['JP', 'HK']",tt5320634,8.1
tm80059,Naruto Shippuden the Movie,MOVIE,2007,PG-13,94,"['animation', 'action', 'fantasy', 'family']",['JP'],tt0988982,8.1
tm135451,Gifted Hands: The Ben Carson Story,MOVIE,2009,,86,['drama'],['US'],tt1295085,8.1
tm71558,The Legend of the Nahuala,MOVIE,2007,PG,80,"['fantasy', 'animation', 'family']",['MX'],tt1003009,8.1
tm134235,One Piece: Strong World,MOVIE,2009,PG-13,114,"['fantasy', 'action', 'animation']",['JP'],tt1485763,8.1
tm160800,Chaos,MOVIE,2005,R,106,"['crime', 'drama', 'action', 'thriller', 'european']","['CA', 'GB', 'US']",tt0402910,8.1
tm22342,Waist Deep,MOVIE,2006,R,97,"['thriller', 'action', 'drama', 'crime']",['US'],tt0456020,8.1
ts42914,Zig and Sharko,SHOW,2010,,9,"['comedy', 'romance', 'action', 'animation', 'family', 'fantasy', 'european']",['FR'],tt2046005,8.1
tm22636,Trailer Park Boys: The Movie,MOVIE,2006,R,95,"['comedy', 'crime']",['CA'],tt0425601,8.1
ts21967,Johnny Test,SHOW,2005,TV-Y7,18,"['animation', 'comedy', 'drama', 'family', 'scifi', 'action']","['CA', 'US']",tt0454349,8.1
tm85549,Tito,MOVIE,2004,,120,"['documentation', 'crime', 'drama', 'romance', 'action']",['EG'],tt0417202,8.1
tm100688,Even the Rain,MOVIE,2010,,104,"['drama', 'european', 'history']","['FR', 'MX', 'ES']",tt1422032,8.1
tm22493,Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,,46,"['comedy', 'documentation']",['US'],tt0865482,8.1
ts14102,Bo on the Go!,SHOW,2007,,22,['animation'],['CA'],tt1516172,8.1
tm103732,Udaan,MOVIE,2010,R,138,['drama'],['IN'],tt1639426,8.1
tm73058,Om Shanti Om,MOVIE,2007,PG,162,"['thriller', 'drama', 'action', 'comedy', 'fantasy', 'romance']",['IN'],tt1423972,8.1
tm138497,Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,R,102,"['comedy', 'crime']",['CA'],tt1337032,8.1
ts20358,Half & Half,SHOW,2002,TV-14,21,['comedy'],['US'],tt0320024,8.1
tm36475,Kabhi Khushi Kabhie Gham,MOVIE,2001,G,210,"['drama', 'romance']",['IN'],tt0248126,8.1
tm144345,Kal Ho Naa Ho,MOVIE,2003,PG,186,"['drama', 'romance', 'comedy']",['IN'],tt0347304,8.1
tm76835,Jab We Met,MOVIE,2007,PG-13,144,"['romance', 'comedy', 'drama']",['IN'],tt1093370,8.1
tm38896,From Within,MOVIE,2008,R,89,"['horror', 'thriller', 'documentation', 'war', 'european']",['US'],tt1673402,8.1
tm86051,Black Friday,MOVIE,2004,R,161,"['crime', 'history', 'action', 'drama']",['IN'],tt0400234,8.1
ts74931,Kung Fu Panda Awesome Secrets,SHOW,2008,TV-PG,32,"['action', 'animation', 'comedy', 'family']",['US'],tt6963796,8.1
tm29269,Jodhaa Akbar,MOVIE,2008,PG-13,214,"['romance', 'history', 'war', 'action', 'drama']",['IN'],tt0449994,8.1
ts17028,Dinosaur King,SHOW,2007,,20,"['action', 'animation', 'scifi', 'comedy', 'family', 'western']",['JP'],tt1524993,8.1
tm91046,"Cairo 6,7,8",MOVIE,2010,,100,['drama'],['EG'],tt1764141,8.1
tm75022,Zach Galifianakis: Live at the Purple Onion,MOVIE,2007,,61,"['comedy', 'documentation']",['US'],tt0804558,8.1
tm41508,First Sunday,MOVIE,2008,PG-13,96,"['comedy', 'action', 'crime', 'drama']",['US'],tt0486578,8.1
ts67595,El Escamoso,SHOW,2001,TV-14,48,"['drama', 'comedy']",['CO'],tt0283770,8.1
tm49405,Inuyasha the Movie: Affections Touching Across Time,MOVIE,2001,PG-13,99,"['action', 'animation', 'fantasy']",['JP'],tt0322645,8
tm82765,Swades,MOVIE,2004,G,189,"['drama', 'european']","['IN', 'US']",tt0367110,8
tm33981,Bon Cop Bad Cop,MOVIE,2006,PG-13,116,"['comedy', 'crime', 'action', 'scifi', 'drama', 'thriller']",['CA'],tt0443521,8
ts52849,Horrid Henry,SHOW,2006,,13,"['animation', 'comedy', 'family', 'music', 'fantasy', 'european']",['GB'],tt0985991,8
tm95238,The Boy Who Cried Werewolf,MOVIE,2010,G,97,"['fantasy', 'horror', 'family', 'comedy']","['US', 'CA']",tt1451423,8
tm32885,Rang De Basanti,MOVIE,2006,PG-13,157,"['drama', 'history', 'comedy', 'crime']",['IN'],tt0405508,8
ts72322,The Mafia Dolls,SHOW,2009,TV-14,43,"['drama', 'action']",['CO'],tt1585368,8
ts63295,Vientos de agua,SHOW,2006,TV-MA,73,['drama'],"['AR', 'ES']",tt0459724,8
ts23319,Timmy Time,SHOW,2009,TV-Y,14,"['animation', 'comedy', 'family', 'fantasy', 'european']",['GB'],tt1125758,8
ts21695,Iris,SHOW,2009,TV-14,61,"['action', 'drama', 'comedy', 'reality', 'romance', 'thriller']",['KR'],tt1757202,8
tm72587,Guru,MOVIE,2007,PG-13,166,"['romance', 'documentation', 'drama', 'european']",['IN'],tt0499375,8
tm99776,Whitney Cummings: Money Shot,MOVIE,2010,,48,"['comedy', 'documentation']",['US'],tt1659261,8
tm83175,Welcome,MOVIE,2007,,160,"['drama', 'action', 'comedy', 'romance', 'crime']",['IN'],tt0488798,8
tm139349,Jim Gaffigan: King Baby,MOVIE,2009,,72,"['comedy', 'documentation']",['US'],tt1390471,8
tm59880,Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,2008,,60,['comedy'],['US'],tt1188112,8
ts56589,Tayo the Little Bus,SHOW,2010,TV-Y,11,"['animation', 'comedy', 'family']",['KR'],tt3270208,8
tm61056,Dil Chahta Hai,MOVIE,2001,G,184,"['romance', 'comedy', 'drama']",['IN'],tt0292490,8
tm129763,Anbe Sivam,MOVIE,2003,,160,"['comedy', 'drama']",['IN'],tt0367495,8
ts21664,One on One,SHOW,2001,TV-14,20,['comedy'],['US'],tt0284770,8
tm44378,Tony Manero,MOVIE,2008,,97,"['drama', 'music']",['CL'],tt1223975,8
tm25842,A Lion in the House,MOVIE,2006,,225,['documentation'],['US'],tt0492472,8
tm34846,Bleach the Movie: Fade to Black,MOVIE,2008,PG-13,94,"['fantasy', 'action', 'drama', 'animation']",['JP'],tt1339302,8
tm71119,Delta Farce,MOVIE,2007,PG-13,90,"['comedy', 'action']",['US'],tt0800003,8
tm170873,My Suicide,MOVIE,2009,R,110,"['drama', 'comedy']",['US'],tt0492896,8
tm22540,Phir Hera Pheri,MOVIE,2006,,155,"['comedy', 'crime']",['IN'],tt0419058,8
tm96037,Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,PG-13,85,"['animation', 'action', 'fantasy']",['JP'],tt1703048,8
